Equipamento;Valor Indenização;Valor Indenização Total;Patrimônio;Marca;Modelo;Peso;Peso Total;Valor Patrimônio;Tipo Patrimônio;Qtde;Contrato;Valor Contrato; Cliente; Dt. Ativação; Dt.Devolução; Obra; Endereço Obra; Status; Tipo de Locação
TUBO 48/075;R$ 73,84;R$ 2.215,20;172;-;-;2,7;81;R$ 0,00;Próprio;30;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
TUBO 48/075;R$ 73,84;R$ 147,68;172;-;-;2,7;5,4;R$ 0,00;Próprio;2;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/075;R$ 73,84;R$ 738,40;172;-;-;2,7;27;R$ 0,00;Próprio;10;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/075;R$ 73,84;R$ 738,40;172;-;-;2,7;27;R$ 0,00;Próprio;10;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/075;R$ 73,84;R$ 738,40;172;-;-;2,7;27;R$ 0,00;Próprio;10;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/075;R$ 73,84;R$ 7.384;172;-;-;2,7;270;R$ 0,00;Próprio;100;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/075;R$ 73,84;R$ 147,68;172;-;-;2,7;5,4;R$ 0,00;Próprio;2;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
TUBO 48/100;R$ 98,46;R$ 196,92;180;-;-;3,6;7,2;R$ 0,00;Próprio;2;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
TUBO 48/100;R$ 98,46;R$ 196,92;180;-;-;3,6;7,2;R$ 0,00;Próprio;2;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
TUBO 48/100;R$ 98,46;R$ 2.363,04;180;-;-;3,6;86,4;R$ 0,00;Próprio;24;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/100;R$ 98,46;R$ 984,60;180;-;-;3,6;36;R$ 0,00;Próprio;10;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/100;R$ 98,46;R$ 1.279,98;180;-;-;3,6;46,8;R$ 0,00;Próprio;13;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/100;R$ 98,46;R$ 2.461,50;180;-;-;3,6;90;R$ 0,00;Próprio;25;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/100;R$ 98,46;R$ 1.476,90;180;-;-;3,6;54;R$ 0,00;Próprio;15;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/125;R$ 123,07;R$ 123,07;175;-;-;4,5;4,5;R$ 0,00;Próprio;1;167;R$ 6.933,50;CONSTRUTORA CAMPO GRANDE LTDA;02/03/2026;31/03/2026;OTAMERICA TERMINAIS;Rua Vila Isabel, 0, São Torquato, Vila Velha;ATIVO;Mensal
TUBO 48/125;R$ 123,07;R$ 2.953,68;175;-;-;4,5;108;R$ 0,00;Próprio;24;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
TUBO 48/125;R$ 123,07;R$ 1.476,84;175;-;-;4,5;54;R$ 0,00;Próprio;12;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
TUBO 48/125;R$ 123,07;R$ 2.953,68;175;-;-;4,5;108;R$ 0,00;Próprio;24;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
TUBO 48/125;R$ 123,07;R$ 492,28;175;-;-;4,5;18;R$ 0,00;Próprio;4;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
TUBO 48/125;R$ 123,07;R$ 6.153,50;175;-;-;4,5;225;R$ 0,00;Próprio;50;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
TUBO 48/125;R$ 123,07;R$ 738,42;175;-;-;4,5;27;R$ 0,00;Próprio;6;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/125;R$ 123,07;R$ 1.846,05;175;-;-;4,5;67,5;R$ 0,00;Próprio;15;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/125;R$ 123,07;R$ 1.722,98;175;-;-;4,5;63;R$ 0,00;Próprio;14;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/125;R$ 123,07;R$ 2.584,47;175;-;-;4,5;94,5;R$ 0,00;Próprio;21;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 2.953,60;179;-;-;5,4;108;R$ 0,00;Próprio;20;162;R$ 9.144,09;SIERRA LOG LTDA;02/02/2026;31/03/2026;GALPAO SIERRALOG;Rua Holdercim,1308 SETRO II, SERRA/ES;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 4.873,44;179;-;-;5,4;178,2;R$ 0,00;Próprio;33;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 6.645,60;179;-;-;5,4;243;R$ 0,00;Próprio;45;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 590,72;179;-;-;5,4;21,6;R$ 0,00;Próprio;4;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 3.544,32;179;-;-;5,4;129,6;R$ 0,00;Próprio;24;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 6.793,28;179;-;-;5,4;248,4;R$ 0,00;Próprio;46;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 3.248,96;179;-;-;5,4;118,8;R$ 0,00;Próprio;22;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 886,08;179;-;-;5,4;32,4;R$ 0,00;Próprio;6;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 738,40;179;-;-;5,4;27;R$ 0,00;Próprio;5;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 9.599,20;179;-;-;5,4;351;R$ 0,00;Próprio;65;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 1.476,80;179;-;-;5,4;54;R$ 0,00;Próprio;10;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 295,36;179;-;-;5,4;10,8;R$ 0,00;Próprio;2;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/150;R$ 147,68;R$ 3.544,32;179;-;-;5,4;129,6;R$ 0,00;Próprio;24;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/175;R$ 172,30;R$ 2.067,60;173;-;-;6,3;75,6;R$ 0,00;Próprio;12;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
TUBO 48/175;R$ 172,30;R$ 1.033,80;173;-;-;6,3;37,8;R$ 0,00;Próprio;6;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
TUBO 48/175;R$ 172,30;R$ 172,30;173;-;-;6,3;6,3;R$ 0,00;Próprio;1;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
TUBO 48/175;R$ 172,30;R$ 344,60;173;-;-;6,3;12,6;R$ 0,00;Próprio;2;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
TUBO 48/175;R$ 172,30;R$ 172,30;173;-;-;6,3;6,3;R$ 0,00;Próprio;1;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/175;R$ 172,30;R$ 3.618,30;173;-;-;6,3;132,3;R$ 0,00;Próprio;21;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/175;R$ 172,30;R$ 4.479,80;173;-;-;6,3;163,8;R$ 0,00;Próprio;26;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/175;R$ 172,30;R$ 172,30;173;-;-;6,3;6,3;R$ 0,00;Próprio;1;101;R$ 97.318,38;ITABIRA CONNECTED EMPREENDIMENTOS SPE LTDA;21/01/2025;01/05/2026;Itabira ;², situado na Rua Itaboraí, 107, Praia  de Itaparica, Vila Velha/ES, CEP: 29.102-195,;ATIVO;Mensal
TUBO 48/200;R$ 196,91;R$ 196,91;176;-;-;7,2;7,2;R$ 0,00;Próprio;1;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
TUBO 48/200;R$ 196,91;R$ 393,82;176;-;-;7,2;14,4;R$ 0,00;Próprio;2;167;R$ 6.933,50;CONSTRUTORA CAMPO GRANDE LTDA;02/03/2026;31/03/2026;OTAMERICA TERMINAIS;Rua Vila Isabel, 0, São Torquato, Vila Velha;ATIVO;Mensal
TUBO 48/200;R$ 196,91;R$ 787,64;176;-;-;7,2;28,8;R$ 0,00;Próprio;4;162;R$ 9.144,09;SIERRA LOG LTDA;02/02/2026;31/03/2026;GALPAO SIERRALOG;Rua Holdercim,1308 SETRO II, SERRA/ES;ATIVO;Mensal
TUBO 48/200;R$ 196,91;R$ 1.378,37;176;-;-;7,2;50,4;R$ 0,00;Próprio;7;158;R$ 11.557,55;Luciana Pimenta Ambrozevicius;08/01/2026;31/03/2026;RESIDÊNCIA AMARY;Av. Norte Sul, Guarapari - ES, 29206-570;ATIVO;Mensal
TUBO 48/200;R$ 196,91;R$ 2.756,74;176;-;-;7,2;100,8;R$ 0,00;Próprio;14;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
TUBO 48/200;R$ 196,91;R$ 3.938,20;176;-;-;7,2;144;R$ 0,00;Próprio;20;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/200;R$ 196,91;R$ 8.860,95;176;-;-;7,2;324;R$ 0,00;Próprio;45;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/200;R$ 196,91;R$ 1.575,28;176;-;-;7,2;57,6;R$ 0,00;Próprio;8;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/200;R$ 196,91;R$ 196,91;176;-;-;7,2;7,2;R$ 0,00;Próprio;1;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/200;R$ 196,91;R$ 5.119,66;176;-;-;7,2;187,2;R$ 0,00;Próprio;26;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/200;R$ 196,91;R$ 6.301,12;176;-;-;7,2;230,4;R$ 0,00;Próprio;32;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/225;R$ 221,54;R$ 886,16;190;-;-;8,1;32,4;R$ 0,00;Próprio;4;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
TUBO 48/225;R$ 221,54;R$ 1.993,86;190;-;-;8,1;72,9;R$ 0,00;Próprio;9;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/250;R$ 246,14;R$ 3.445,96;166;-;-;9;126;R$ 0,00;Próprio;14;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
TUBO 48/250;R$ 246,14;R$ 6.153,50;166;-;-;9;225;R$ 0,00;Próprio;25;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
TUBO 48/250;R$ 246,14;R$ 1.230,70;166;-;-;9;45;R$ 0,00;Próprio;5;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/250;R$ 246,14;R$ 3.445,96;166;-;-;9;126;R$ 0,00;Próprio;14;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/250;R$ 246,14;R$ 3.938,24;166;-;-;9;144;R$ 0,00;Próprio;16;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/275;R$ 270,77;R$ 1.624,59;191;-;-;9,9;59,4;R$ 0,00;Próprio;6;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
TUBO 48/300;R$ 295,37;R$ 295,37;177;-;-;10,8;10,8;R$ 0,00;Próprio;1;170;R$ 20.911,01;AGUIA PARTICIPACOES E SERVICOS LTDA;11/03/2026;01/05/2026;RESIDENCIA BOULEVARD DA LAGOA;AVENIDA TALMA RODRIGUES RIBEIRO S/N;ATIVO;Mensal
TUBO 48/300;R$ 295,37;R$ 10.042,58;177;-;-;10,8;367,2;R$ 0,00;Próprio;34;157;R$ 62.335,81;MIX CAR VEICULOS LTDA;07/01/2026;31/03/2026;MIX CAR   Galpão Via Forte (Alphaville);ALPHA VIP MALL - ALAMEDA MAJOR PISSARRA, S/N - LOJA 3 - Carapina, Serra - ES, 29161-279 ;ATIVO;Mensal
TUBO 48/300;R$ 295,37;R$ 2.953,70;177;-;-;10,8;108;R$ 0,00;Próprio;10;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/325;R$ 320;R$ 5.440;189;-;-;11,7;198,9;R$ 0,00;Próprio;17;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
TUBO 48/325;R$ 320;R$ 2.880;189;-;-;11,7;105,3;R$ 0,00;Próprio;9;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/350;R$ 344,60;R$ 5.169;167;-;-;12,6;189;R$ 0,00;Próprio;15;142;R$ 16.147,60;PROMIX COMERCIO E LOCACAO DE EQUIPAMENTOS LTDA;11/09/2025;01/05/2026;Dallas Fontes ;Centro - Guarapari - ES Rua Joaquim Da Silva Lima, 356 - Centro, Guarapari - ES | 29200-260;ATIVO;Mensal
TUBO 48/350;R$ 344,60;R$ 3.101,40;167;-;-;12,6;113,4;R$ 0,00;Próprio;9;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/350;R$ 344,60;R$ 1.723;167;-;-;12,6;63;R$ 0,00;Próprio;5;126;R$ 60.443,08;QUALITY CONSTRUTORA E INCORPORADORA LTDA;13/06/2025;31/03/2026;Alphaville 3 Praias - Res Luciana;Guarapari Bairro Perocão;ATIVO;Mensal
TUBO 48/375;R$ 369,23;R$ 1.846,13;192;-;-;13,5;67,5;R$ 0,00;Próprio;5;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
TUBO 48/400;R$ 393,83;R$ 1.969,15;184;-;-;14,4;72;R$ 0,00;Próprio;5;167;R$ 6.933,50;CONSTRUTORA CAMPO GRANDE LTDA;02/03/2026;31/03/2026;OTAMERICA TERMINAIS;Rua Vila Isabel, 0, São Torquato, Vila Velha;ATIVO;Mensal
TUBO 48/400;R$ 393,83;R$ 15.359,37;184;-;-;14,4;561,6;R$ 0,00;Próprio;39;159;R$ 33.556,48;ENGIX CONSTRUCOES E SERVICOS LTDA;06/01/2026;01/05/2026;Ginasio Jones dos Santos DED;Bento Ferreira, Vitória - ES;ATIVO;Mensal
TUBO 48/600;R$ 590,74;R$ 10.633,32;150;-;-;21,6;388,8;R$ 0,00;Próprio;18;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO 48/600;R$ 590,74;R$ 14.177,76;150;-;-;21,6;518,4;R$ 0,00;Próprio;24;135;R$ 128.535,17;PHD CONSTRUCOES E PAVIMENTACOES LTDA;29/07/2025;31/03/2026;Teatro Glória;Av. Jerônimo Monteiro, 428 - Centro - Vitória;ATIVO;Mensal
TUBO S025;R$ 24,61;R$ 738,30;1001;Apoio;-;0,9;27;R$ 24,23;Sublocado;30;146;R$ 62.182,16;DW EMPREENDIMENTOS IMOBILIARIOS LTDA;03/10/2025;31/03/2026;Residência Carone;AVENIDA PIETRANGELO VIVAQUA DEBIASE 1, 100, PRAIA DO MORRO, GUARAPARI, CEP 29.216-900, CONDOMINIO ALDEIA DA PRAIA S E T O R C - 0 2 ;ATIVO;Mensal
TUBO S025;R$ 24,61;R$ 295,32;1001;Apoio;-;0,9;10,8;R$ 24,23;Sublocado;12;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S025;R$ 24,61;R$ 147,66;1001;Apoio;-;0,9;5,4;R$ 24,23;Sublocado;6;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
TUBO S025;R$ 24,61;R$ 1.181,28;1001;Apoio;-;0,9;43,2;R$ 24,23;Sublocado;48;130;R$ 74.284,42;CLÍNICA OFTALMOLÓGICA BAHIA GOING LTDA - ME;27/06/2025;31/03/2026;PRIME OFTALMOLOGIA - 2 FASE da obra;Rua Alberto Sartório, 173, Universitário, São Mateus,  CEP29933-400;ATIVO;Mensal
